1 filter(s) applied: Color is exactly Brown,
company_domain,company_id,product_id,product_title,min_current_price,max_current_price,avg_current_price,avg_full_price,avg_discount,sales_volume,sales_volume_upper_bound,sales_volume_lower_bound,sales_revenue,sales_revenue_upper_bound,sales_revenue_lower_bound,rate_sold,sell_through_rate,review_count,avg_rating,key_phrases,colors,matched_variant_count,total_variant_count,product_first_seen,product_url,image_url,
www.aloyoga.com,1004856,7900115009716,Accolade Crew Neck Pullover - Espresso,138,138,138,138,0,14246,16685,11807,1965948,2302419.6,1629476.4,508.785714,0.086607,0,,,Brown,7,7,2024-12-14,https://www.aloyoga.com/products/u3031rg-accolade-crew-neck-pullover-espresso,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900115009716_20260115.png,
www.aloyoga.com,1004856,7900115763380,Accolade Straight Leg Sweatpant - Espresso,138,138,138,138,0,10556,12350,8762,1456728,1704244.8,1209211.2,377,0.048178,0,,,Brown,7,7,2024-12-14,https://www.aloyoga.com/products/u5012rg-accolade-straight-leg-sweatpant-espresso,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900115763380_20260115.png,
www.aloyoga.com,1004856,7900117106868,Accolade Straight Leg Sweatpant - Oatmeal Heather,138,138,138,138,0,9740,10815,8665,1344120,1492414.8,1195825.2,347.857143,0.941973,0,,,Brown,7,7,2024-12-14,https://www.aloyoga.com/products/u5012rg-accolade-straight-leg-sweatpant-oatmeal-heather-mens,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900117106868_20260228.png,
www.aloyoga.com,1004856,9092863852903,Accolade 1/4 Zip Pullover - Oatmeal Heather,148,148,148,148,0,7889,8854,6924,1167572,1310258.8,1024885.2,281.75,0.922043,0,,,Brown,7,7,2026-03-14,https://www.aloyoga.com/products/u3040rg-accolade-1-4-zip-pullover-oatmeal-heather,,
www.aloyoga.com,1004856,7900117401780,Accolade Hoodie - Espresso,148,148,148,148,0,6834,8537,5131,1011432,1263357.6,759506.4,244.071429,0.039226,0,,,Brown,7,7,2024-12-14,https://www.aloyoga.com/products/u3032rg-accolade-hoodie-espresso-mens,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900117401780_20260115.png,
www.aloyoga.com,1004856,9092813488487,ALO Sunset Sneaker - Sandstone,225,225,225,225,0,4406,5114,3698,991350,1150627.5,832072.5,157.357143,0.050369,0,,,Brown,12,12,2025-10-08,https://www.aloyoga.com/products/a0891u-alo-sunset-sneaker-sandstone-ivory,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/9092813488487_20251030.png,
www.aloyoga.com,1004856,9092814602599,Suit Up Trouser (Regular) - Espresso,148,148,148,148,0,4513,5463,3563,667924,808420.4,527427.6,161.178571,0.114759,0,,,Brown,5,5,2025-11-16,https://www.aloyoga.com/products/w51432r-suit-up-trouser-regular-espresso,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/9092814602599_20260302.png,
www.aloyoga.com,1004856,7900116943028,Airlift Intrigue Bra - Espresso,78,78,78,78,0,7470,9746,5194,582660,760172.4,405147.6,266.785714,0.05182,0,,,Brown,6,6,2024-12-14,https://www.aloyoga.com/products/w9679r-airlift-intrigue-bra-espresso,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900116943028_20260228.png,
www.aloyoga.com,1004856,7900893085876,ALO Runner - Espresso,195,195,195,195,0,2908,3371,2445,567060,657169.5,476950.5,103.857143,0.10814,0,,,Brown,27,27,2024-12-22,https://www.aloyoga.com/products/a0590u-alo-runner-espresso,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900893085876_20260303.png,
www.aloyoga.com,1004856,9092811161959,Match Point Short - Espresso,78,78,78,78,0,6407,7405,5409,499746,577566.6,421925.4,228.821429,0.123958,0,,,Brown,5,5,2025-11-16,https://www.aloyoga.com/products/w6334r-match-point-short-espresso,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/9092811161959_20260228.png,
